1,10,729.46,349.71
2,10,733.67,350.78
3,10,738.08,351.86
4,10,742.42,352.93
5,10,746.69,354.12
6,10,750.93,355.14
7,10,755.15,355.84
8,10,759.41,356.59
9,10,763.64,357.28
10,10,767.77,357.89
11,10,771.74,358.11
12,10,775.9,357.82
13,10,780.22,357.64
14,10,784.64,358.17
15,10,789.22,358.65
16,10,793.9,359.09
17,10,798.75,359.56
18,10,803.63,360.13
19,10,808.69,360.88
20,10,814.17,361.35
21,10,820.23,361.87
22,10,826.47,362.54
23,10,833.16,363.35
24,10,840.33,364.68
25,10,846.84,366.15
26,10,853.1,367.44
27,10,859.22,368.57
28,10,865.21,369.61
29,10,871.17,370.58
30,10,877.51,371.68
31,10,883.85,373.44
32,10,890.45,374.62
33,10,897.64,375.25
34,10,904.88,375.29
35,10,911.55,373.26
36,10,918.12,372.04
37,10,924.56,371.56
38,10,930.77,370.62
39,10,936.8,369.52
40,10,943.02,368.48
41,10,949.65,367.44
42,10,956.2,366.72
43,10,963.09,366.1
44,10,970.42,365.93
45,10,976.99,366.0
46,10,983.17,365.89
47,10,988.96,365.68
48,10,994.5,365.41
49,10,1000.0,365.15
50,10,1005.6,364.93
51,10,1011.5,364.85
52,10,1017.3,365.31
53,10,1023.4,365.58
54,10,1029.7,365.49
55,10,1036.3,365.37
56,10,1042.5,364.81
57,10,1048.4,362.96
58,10,1054.5,362.27
59,10,1060.4,362.18
60,10,1066.1,362.05
61,10,1071.7,361.92
62,10,1077.1,361.9
63,10,1082.7,362.06
64,10,1088.7,362.26
65,10,1094.6,362.62
66,10,1100.8,362.91
67,10,1107.7,363.47
68,10,1114.7,364.5
69,10,1121.1,365.42
70,10,1126.7,366.28
71,10,1132.3,366.97
72,10,1137.6,367.63
73,10,1143.0,368.24
74,10,1148.7,368.86
75,10,1154.4,369.76
76,10,1160.2,371.04
77,10,1166.7,371.39
78,10,1173.8,371.55
79,10,1180.8,371.29
80,10,1187.1,369.55
81,10,1193.4,367.99
82,10,1199.5,367.66
83,10,1205.2,367.05
84,10,1210.7,366.23
85,10,1216.0,365.41
86,10,1221.4,364.66
87,10,1227.2,363.82
88,10,1233.0,363.34
89,10,1238.9,362.79
90,10,1245.4,362.43
91,10,1252.2,362.53
92,10,1258.2,362.8
93,10,1264.0,362.92
94,10,1269.1,363.05
95,10,1274.1,363.05
96,10,1278.8,363.01
