253,42,4.8295,581.79
254,42,10.542,580.88
255,42,16.49,579.84
256,42,22.219,578.78
257,42,27.713,577.78
258,42,33.759,576.73
259,42,40.251,575.95
260,42,46.223,574.92
261,42,51.641999999999996,573.67
262,42,56.903999999999996,572.26
263,42,62.022,570.26
264,42,66.679,566.93
265,42,71.46300000000001,564.64
266,42,76.665,562.84
267,42,81.985,560.74
268,42,87.427,558.48
269,42,92.839,556.24
270,42,98.365,554.07
271,42,103.91,551.88
272,42,109.28,550.03
273,42,114.35,548.35
274,42,119.24,546.81
275,42,123.98,545.55
276,42,128.55,544.59
277,42,132.72,543.87
278,42,136.99,543.05
279,42,141.45,542.19
280,42,146.01,541.28
281,42,150.6,540.38
282,42,155.26,539.53
283,42,159.86,538.77
284,42,164.28,538.2
285,42,168.66,537.85
286,42,173.38,537.71
287,42,178.29,537.94
288,42,183.52,538.47
289,42,188.47,538.69
290,42,193.54,538.97
291,42,198.73,539.17
292,42,204.08,538.98
293,42,209.42,537.45
294,42,214.81,535.8
295,42,220.43,535.28
296,42,226.4,534.31
297,42,232.64,532.93
298,42,239.07,531.39
299,42,245.89,529.78
300,42,252.9,528.2
301,42,259.59,526.92
302,42,266.13,525.87
303,42,272.44,525.45
304,42,278.04,525.23
305,42,284.14,524.57
306,42,290.55,523.55
307,42,297.09,522.37
308,42,303.29,521.24
309,42,309.44,520.18
310,42,316.01,519.4
311,42,322.67,518.87
312,42,328.5,517.81
313,42,334.25,516.81
314,42,339.84,515.54
315,42,344.99,513.06
316,42,350.13,510.85
317,42,355.55,509.88
318,42,361.09,508.66
319,42,366.7,507.26
320,42,372.28,505.84
321,42,378.01,504.49
322,42,383.91,503.15
323,42,389.78,502.03
324,42,395.44,501.1
325,42,401.04,500.28
326,42,406.6,499.77
327,42,412.02,499.6
328,42,416.95,499.5
329,42,422.07,499.19
330,42,427.22,498.78
331,42,432.41,498.24
332,42,437.59,497.65
333,42,442.64,497.07
334,42,447.49,496.53
335,42,452.4,496.0
336,42,457.41,495.6
337,42,462.45,495.41
338,42,467.31,495.16
339,42,471.87,494.66
340,42,476.41,494.25
341,42,480.85,493.8
342,42,485.16,493.22
343,42,489.19,492.11
344,42,493.13,490.59
345,42,497.15,489.84
346,42,501.22,489.37
347,42,505.28,488.8
348,42,509.3,488.16
349,42,513.33,487.49
350,42,517.29,486.85
351,42,521.26,486.22
352,42,525.14,485.6
353,42,526.02,482.81
354,42,528.28,480.18
355,42,530.63,477.38
356,42,533.13,474.26
357,42,535.87,470.81
358,42,539.07,467.52
359,42,542.77,464.4
360,42,546.9,461.69
361,42,548.63,455.15
362,42,552.29,446.15
363,42,556.27,436.87
364,42,560.28,430.51
365,42,565.41,424.93
366,42,570.05,419.93
367,42,574.19,415.42
368,42,578.5,411.79
369,42,582.54,408.58
370,42,586.42,405.21
371,42,591.11,403.23
372,42,596.15,402.04
373,42,601.26,401.07
374,42,606.47,400.29
375,42,611.72,399.75
376,42,617.14,399.48
377,42,622.75,399.49
378,42,628.64,399.66
379,42,634.46,400.33
380,42,640.32,401.11
381,42,646.34,402.25
382,42,652.44,403.88
383,42,657.94,405.62
384,42,663.59,407.23
385,42,669.17,408.77
386,42,674.81,410.2
387,42,680.52,411.6
388,42,686.17,413.0
389,42,692.16,414.53
390,42,698.22,416.61
391,42,704.44,418.6
392,42,710.92,420.09
393,42,717.54,421.44
394,42,724.02,421.64
395,42,730.58,420.75
396,42,736.68,422.03
397,42,742.82,422.99
398,42,748.99,423.73
399,42,755.17,424.5
400,42,761.62,425.45
401,42,768.3,426.68
402,42,774.87,428.07
403,42,781.74,429.82
404,42,788.65,432.14
405,42,794.97,434.3
406,42,801.01,436.2
407,42,807.1,437.82
408,42,813.16,439.37
409,42,819.41,440.96
410,42,825.97,443.05
411,42,832.74,445.24
412,42,840.08,446.59
413,42,847.76,446.07
414,42,854.4,441.69
415,42,860.82,439.5
416,42,867.35,438.37
417,42,873.69,437.01
418,42,879.98,435.77
419,42,886.63,434.8
420,42,893.69,434.31
421,42,900.73,434.22
422,42,908.26,434.75
423,42,915.66,436.02
424,42,922.46,437.16
425,42,928.63,438.11
426,42,934.63,438.89
427,42,940.61,439.68
428,42,946.93,440.58
429,42,953.45,442.08
430,42,960.32,443.58
431,42,968.05,444.45
432,42,975.85,444.71
433,42,983.16,442.23
434,42,990.16,441.35
435,42,996.98,440.71
436,42,1003.6,439.86
437,42,1010.5,439.32
438,42,1018.1,439.47
439,42,1026.2,440.17
440,42,1034.9,442.06
441,42,1042.4,443.89
442,42,1048.9,445.29
443,42,1054.9,446.49
444,42,1061.3,447.83
445,42,1068.0,449.96
446,42,1075.5,451.75
447,42,1083.9,452.93
448,42,1091.8,452.66
449,42,1099.2,451.3
450,42,1106.0,452.23
451,42,1112.4,452.7
452,42,1118.5,453.0
453,42,1124.5,453.49
454,42,1131.1,454.08
455,42,1137.5,455.05
456,42,1144.0,455.62
457,42,1150.5,455.02
458,42,1156.7,453.68
459,42,1163.0,451.54
460,42,1168.7,448.69
461,42,1174.3,446.41
462,42,1180.3,444.6
463,42,1186.7,442.35
464,42,1193.7,440.68
465,42,1201.7,438.51
466,42,1209.6,436.08
467,42,1215.8,431.39
468,42,1223.1,430.14
469,42,1229.5,428.54
470,42,1235.5,426.81
471,42,1241.7,425.39
472,42,1248.6,424.3
473,42,1255.8,423.75
474,42,1264.1,423.78
475,42,1272.6,424.6
476,42,1279.9,425.18
