264,36,1279.1,280.11
265,36,1271.2,282.03
266,36,1262.7,284.24
267,36,1253.5,286.25
268,36,1245.1,287.27
269,36,1237.8,287.89
270,36,1231.8,287.44
271,36,1226.1,287.12
272,36,1218.9,287.2
273,36,1211.2,287.61
274,36,1203.8,288.02
275,36,1196.9,288.39
276,36,1189.2,288.26
277,36,1181.7,287.97
278,36,1175.7,288.59
279,36,1170.0,289.28
280,36,1164.4,290.65
281,36,1159.2,293.62
282,36,1154.1,294.92
283,36,1148.6,295.49
284,36,1142.9,296.26
285,36,1137.2,297.11
286,36,1131.5,297.88
287,36,1125.8,298.47
288,36,1120.0,298.89
289,36,1114.2,299.16
290,36,1108.6,298.94
291,36,1103.2,298.58
292,36,1098.0,297.8
293,36,1093.1,296.39
294,36,1088.6,294.29
295,36,1084.5,291.75
296,36,1080.2,288.77
297,36,1075.5,285.44
298,36,1070.1,281.88
299,36,1064.0,278.3
300,36,1057.8,274.76
301,36,1051.3,270.93
302,36,1043.9,265.87
303,36,1036.6,262.9
304,36,1029.4,260.38
305,36,1021.1,262.32
306,36,1014.1,260.81
307,36,1006.1,259.7
308,36,997.41,259.12
309,36,987.94,258.25
310,36,979.06,256.49
311,36,970.88,254.15
312,36,964.22,250.72
313,36,957.38,247.99
314,36,949.61,245.89
315,36,941.82,243.91
316,36,934.1,241.58
317,36,925.62,237.85
318,36,917.82,235.66
319,36,910.01,234.21
320,36,901.87,237.14
321,36,894.75,235.54
322,36,886.7,235.03
323,36,878.24,234.9
324,36,868.96,234.42
325,36,860.26,233.02
326,36,851.91,230.91
327,36,844.89,227.89
328,36,837.63,225.77
329,36,829.76,224.39
330,36,822.0,223.12
331,36,813.88,221.53
332,36,805.1,218.92
333,36,796.77,217.94
334,36,788.58,218.2
335,36,780.98,221.93
336,36,773.63,221.77
337,36,765.95,222.77
338,36,758.1,224.03
339,36,749.55,224.98
340,36,741.51,224.95
341,36,733.6,224.25
342,36,726.55,222.56
343,36,719.89,221.45
344,36,713.15,220.87
345,36,706.39,220.57
346,36,699.88,220.21
347,36,693.16,219.68
348,36,686.12,218.49
349,36,679.11,217.23
350,36,672.19,216.52
351,36,665.22,215.88
352,36,658.61,216.71
353,36,652.0,218.83
354,36,645.59,218.06
355,36,639.01,217.79
356,36,632.28,217.88
357,36,625.41,217.96
358,36,617.99,217.88
359,36,610.45,217.15
360,36,602.95,216.19
361,36,595.01,214.2
362,36,588.12,211.82
363,36,581.44,210.15
364,36,574.72,209.09
365,36,568.07,208.24
366,36,561.28,207.21
367,36,553.93,205.58
368,36,546.41,203.94
369,36,538.47,203.03
370,36,530.65,202.93
371,36,523.46,206.08
372,36,516.51,206.06
373,36,509.64,206.13
374,36,502.83,206.78
375,36,496.0,207.42
376,36,488.64,207.94
377,36,481.3,207.73
378,36,473.89,207.37
379,36,465.93,206.15
380,36,458.85,204.51
381,36,452.14,203.48
382,36,445.73,202.94
383,36,439.47,202.71
384,36,433.25,202.46
385,36,426.46,202.1
386,36,419.5,201.02
387,36,412.25,200.45
388,36,404.42,200.27
389,36,396.75,200.69
390,36,390.05,203.68
391,36,383.34,205.15
392,36,376.72,205.65
393,36,370.34,206.68
394,36,364.2,207.91
395,36,357.93,208.97
396,36,351.22,209.97
397,36,344.57,210.29
398,36,337.86,210.51
399,36,330.68,210.23
400,36,323.36,209.35
401,36,316.89,208.53
402,36,310.92,208.11
403,36,305.44,208.55
404,36,301.26,210.97
405,36,297.59,214.41
406,36,294.44,219.27
407,36,290.26,225.44
408,36,284.05,234.26
409,36,277.66,244.61
410,36,272.18,255.93
411,36,269.25,266.66
412,36,264.35,276.13
413,36,260.44,285.83
414,36,256.68,294.31
415,36,251.85,301.92
416,36,245.91,308.17
417,36,237.95,312.81
418,36,231.29,316.32
419,36,226.24,319.77
420,36,221.68,323.37
421,36,217.37,326.91
422,36,212.95,330.22
423,36,207.97,333.37
424,36,202.45,336.19
425,36,196.46,338.06
426,36,190.19,340.27
427,36,183.06,342.3
428,36,175.9,344.41
429,36,169.99,348.29
430,36,163.42,351.21
431,36,156.63,352.62
432,36,150.28,354.35
433,36,144.21,356.13
434,36,137.75,357.65
435,36,130.45,358.75
436,36,122.88,359.45
437,36,113.95,359.52
438,36,105.28,358.85
439,36,97.926,358.47
440,36,91.719,358.35
441,36,86.04,358.44
442,36,79.87,358.67
443,36,73.003,358.72
444,36,65.732,358.12
445,36,56.36,359.3
446,36,46.972,361.87
447,36,39.211,367.11
448,36,31.04,368.46
449,36,23.741999999999997,370.55
450,36,16.54,372.61
451,36,8.0921,374.33
